,FECHA,HSEN,HCOS,BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM25,SO2,TCH,TOL
21,2018-09-01,0.9659258262890683,-0.25881904510252063,0.13333333333333333,1.3099999999999998,0.29000000000000004,0.09999999999999999,0.03666666666666667,2.125,15.916666666666666,19.083333333333332,51.055,15.0,10.6,5.1,1.3433333333333335,0.3833333333333333
22,2018-09-01,1.0,6.123233995736766e-17,0.11666666666666665,1.3033333333333335,0.2700000000000001,0.09999999999999999,0.03,1.6666666666666667,10.375,12.916666666666666,56.48714285714285,14.181818181818182,10.8,5.2,1.33,0.9833333333333333
23,2018-09-02,-1.0,-1.8369701987210297e-16,0.11666666666666665,1.2466666666666664,0.35000000000000003,0.09999999999999999,0.06999999999999999,2.0416666666666665,10.958333333333334,14.041666666666666,121.16571428571424,32.75,18.8,4.7,1.3133333333333332,0.30000000000000004
24,2018-09-02,-0.9659258262890684,0.2588190451025203,0.11666666666666665,1.2499999999999998,0.39000000000000007,0.09999999999999999,0.06999999999999999,2.7083333333333335,14.791666666666666,18.875,114.095,40.083333333333336,17.8,4.6,1.32,0.3166666666666667
25,2018-09-02,-0.9659258262890681,-0.2588190451025215,0.13333333333333333,1.2566666666666666,0.35000000000000003,0.09999999999999999,0.06666666666666667,2.125,10.375,13.708333333333334,122.99999999999999,37.27272727272727,31.2,4.8,1.32,0.35000000000000003
26,2018-09-02,-0.866025403784439,0.49999999999999933,0.13333333333333333,1.2766666666666666,0.38,0.09999999999999999,0.07,3.2083333333333335,22.541666666666668,27.583333333333332,98.42214285714284,60.0,34.6,4.7,1.343333333333333,0.45
27,2018-09-02,-0.8660254037844385,-0.5000000000000004,0.13333333333333333,1.2966666666666666,0.35000000000000003,0.09999999999999999,0.05000000000000001,1.7083333333333333,12.166666666666666,14.75,132.31428571428572,34.09090909090909,24.0,4.7,1.3466666666666667,0.4166666666666666
28,2018-09-02,-0.7071067811865477,0.7071067811865474,0.16666666666666666,1.2966666666666666,0.44000000000000006,0.09999999999999999,0.09000000000000001,6.375,45.5,55.166666666666664,64.8492857142857,89.58333333333333,36.4,4.5,1.3833333333333335,0.6666666666666669
29,2018-09-02,-0.7071067811865471,-0.7071067811865479,0.16666666666666666,1.3466666666666667,0.36,0.11666666666666665,0.043333333333333335,2.4583333333333335,15.583333333333334,19.416666666666668,118.54499999999999,35.45454545454545,28.4,4.6,1.39,0.5
30,2018-09-02,-0.5000000000000004,0.8660254037844384,0.4166666666666667,1.3099999999999998,0.58,0.25000000000000006,0.13333333333333333,19.875,72.95833333333333,103.5,39.92714285714286,106.66666666666667,36.4,4.8,1.4433333333333334,1.9000000000000001
31,2018-09-02,-0.4999999999999997,-0.8660254037844388,0.15,1.33,0.33999999999999997,0.09999999999999999,0.036666666666666674,2.625,15.833333333333334,19.833333333333332,101.0,34.72727272727273,26.0,4.7,1.3633333333333333,0.4666666666666666
32,2018-09-02,-0.25881904510252157,0.9659258262890681,0.43333333333333335,1.3233333333333333,0.44000000000000006,0.3166666666666667,0.11333333333333334,4.625,49.583333333333336,56.75,64.56214285714286,76.83333333333333,32.2,5.0,1.4366666666666668,2.1666666666666665
33,2018-09-02,-0.25881904510252035,-0.9659258262890684,0.15,1.36,0.31000000000000005,0.09999999999999999,0.03333333333333333,2.6666666666666665,14.041666666666666,18.125,88.0842857142857,32.81818181818182,22.6,4.8,1.3866666666666667,0.39999999999999997
34,2018-09-02,1.2246467991473532e-16,-1.0,0.15,1.3566666666666667,0.30000000000000004,0.11666666666666665,0.016666666666666666,2.8333333333333335,13.541666666666666,18.0,76.37142857142855,28.636363636363637,15.0,5.1,1.3733333333333333,0.45
35,2018-09-02,0.25881904510252074,0.9659258262890683,0.6666666666666666,1.3800000000000001,0.4699999999999999,0.6166666666666667,0.10333333333333333,10.416666666666666,57.5,73.25,41.43714285714287,28.818181818181817,21.6,5.3,1.4833333333333334,3.88
36,2018-09-02,0.258819045102521,-0.9659258262890682,0.13333333333333333,1.3033333333333335,0.30000000000000004,0.11666666666666665,0.04,3.125,15.25,20.083333333333332,63.3,29.363636363636363,16.4,5.2,1.3399999999999999,0.5666666666666667
37,2018-09-02,0.49999999999999994,0.8660254037844387,0.2833333333333334,1.3533333333333335,0.33,0.21666666666666667,0.06999999999999999,4.0,28.708333333333332,34.916666666666664,44.39142857142857,18.90909090909091,12.2,5.3,1.42,1.3999999999999997
38,2018-09-02,0.5000000000000003,-0.8660254037844385,0.15,1.3066666666666666,0.3,0.11666666666666665,0.05333333333333334,3.2083333333333335,20.375,25.5,47.49428571428571,25.727272727272727,14.0,5.3,1.36,2.6333333333333333
39,2018-09-02,0.7071067811865476,-0.7071067811865475,0.15,1.3166666666666667,0.31000000000000005,0.11666666666666665,0.07333333333333335,3.625,25.25,30.875,35.31357142857143,16.0,11.0,5.4,1.3833333333333335,0.7166666666666668
40,2018-09-02,0.7071067811865476,0.7071067811865476,0.15,1.2999999999999998,0.28,0.11666666666666665,0.05333333333333334,1.875,13.75,16.458333333333332,50.49499999999999,13.909090909090908,9.6,5.0,1.3566666666666667,0.6833333333333332
41,2018-09-02,0.8660254037844386,0.5000000000000001,0.11666666666666665,1.2866666666666666,0.28,0.09999999999999999,0.043333333333333335,1.5416666666666667,11.708333333333334,14.0,51.00357142857143,12.272727272727273,7.2,5.0,1.3299999999999998,0.45
42,2018-09-02,0.8660254037844387,-0.4999999999999998,0.11666666666666665,1.3233333333333333,0.28,0.09999999999999999,0.05666666666666667,2.625,22.208333333333332,26.208333333333332,39.915000000000006,13.1,9.0,5.1,1.38,0.5166666666666667
43,2018-09-02,0.9659258262890682,0.25881904510252096,0.11666666666666665,1.3033333333333332,0.28,0.09999999999999999,0.043333333333333335,1.4166666666666667,11.166666666666666,13.291666666666666,51.88928571428571,10.9,7.4,5.1,1.3433333333333335,0.45
44,2018-09-02,0.9659258262890683,-0.25881904510252063,0.11666666666666665,1.3266666666666669,0.29000000000000004,0.09999999999999999,0.06999999999999999,3.125,17.375,22.125,46.41428571428571,10.9,6.6,5.1,1.3966666666666665,0.45
45,2018-09-02,1.0,6.123233995736766e-17,0.09999999999999999,1.3099999999999998,0.2700000000000001,0.09999999999999999,0.04666666666666667,1.625,11.708333333333334,13.875,50.69785714285714,10.0,7.4,5.0,1.3533333333333333,0.4166666666666667
46,2018-09-03,-1.0,-1.8369701987210297e-16,0.16666666666666666,1.2433333333333332,0.37000000000000005,0.13333333333333333,0.08666666666666667,4.375,21.583333333333332,28.5,116.93357142857143,34.666666666666664,20.6,4.7,1.33,0.7166666666666668
47,2018-09-03,-0.9659258262890684,0.2588190451025203,0.18333333333333332,1.2366666666666666,0.37000000000000005,0.3666666666666667,0.09666666666666668,4.541666666666667,24.708333333333332,31.666666666666668,111.73285714285714,39.333333333333336,22.0,4.7,1.3299999999999998,1.0499999999999998
48,2018-09-03,-0.9659258262890681,-0.2588190451025215,0.18333333333333332,1.2566666666666666,0.36000000000000004,0.11666666666666665,0.08,3.2916666666666665,18.583333333333332,23.791666666666668,123.71499999999999,47.166666666666664,26.8,4.7,1.3333333333333333,0.8166666666666668
49,2018-09-03,-0.866025403784439,0.49999999999999933,0.2333333333333334,1.26,0.38,0.16666666666666666,0.08333333333333333,5.291666666666667,32.5,40.625,101.92142857142856,40.916666666666664,18.4,4.6,1.3433333333333335,0.9499999999999998
50,2018-09-03,-0.8660254037844385,-0.5000000000000004,0.18333333333333338,1.2666666666666666,0.35000000000000003,0.11666666666666665,0.07333333333333335,3.4166666666666665,18.958333333333332,24.333333333333332,122.86692307692304,50.666666666666664,26.0,4.6,1.3399999999999999,0.7999999999999999
51,2018-09-03,-0.7071067811865477,0.7071067811865474,0.2666666666666667,1.2766666666666666,0.39,0.16666666666666666,0.08,4.75,35.583333333333336,42.708333333333336,90.42857142857142,52.083333333333336,25.0,4.6,1.3566666666666667,0.8999999999999999
52,2018-09-03,-0.7071067811865471,-0.7071067811865479,0.18333333333333332,1.2899999999999998,0.3400000000000001,0.16666666666666666,0.06666666666666667,3.875,21.708333333333332,27.916666666666668,113.13571428571427,65.9090909090909,30.25,4.9,1.3566666666666667,1.3
53,2018-09-03,-0.5000000000000004,0.8660254037844384,0.23333333333333336,1.2966666666666666,0.37,0.15,0.06,3.391304347826087,29.782608695652176,35.04347826086956,83.71285714285715,57.0,21.2,4.8,1.3566666666666667,0.8333333333333334
54,2018-09-03,-0.4999999999999997,-0.8660254037844388,0.2,1.3166666666666667,0.36,0.19999999999999998,0.07333333333333335,6.875,30.25,40.833333333333336,88.23500000000001,79.0,36.0,4.9,1.3933333333333333,2.06
55,2018-09-03,-0.25881904510252157,0.9659258262890681,0.19999999999999998,1.3,0.36,0.15,0.05000000000000001,2.130434782608696,24.782608695652176,28.217391304347824,83.64142857142858,50.583333333333336,24.8,4.9,1.3499999999999999,0.75
56,2018-09-03,-0.25881904510252035,-0.9659258262890684,0.26,1.4333333333333333,0.37,0.25999999999999995,0.06333333333333334,9.708333333333334,36.833333333333336,51.541666666666664,62.35285714285713,71.18181818181819,26.25,5.4,1.4933333333333334,2.0600000000000005
57,2018-09-03,1.2246467991473532e-16,-1.0,0.24,1.36,0.39000000000000007,0.6399999999999999,0.09000000000000001,12.208333333333334,46.625,65.41666666666667,45.84714285714285,48.22222222222222,18.25,5.8,1.45,5.0600000000000005
58,2018-09-03,0.25881904510252074,0.9659258262890683,0.26666666666666666,1.3333333333333333,0.32000000000000006,0.16666666666666666,0.049999999999999996,3.0833333333333335,29.208333333333332,33.708333333333336,63.42714285714287,62.81818181818182,37.6,4.8,1.3866666666666667,1.1666666666666667
59,2018-09-03,0.258819045102521,-0.9659258262890682,0.30000000000000004,1.3366666666666667,0.42000000000000004,0.42000000000000004,0.09999999999999999,17.666666666666668,54.208333333333336,80.91666666666667,32.79,39.7,20.5,5.9,1.4366666666666668,2.0599999999999996
60,2018-09-03,0.49999999999999994,0.8660254037844387,0.16666666666666666,1.3,0.29000000000000004,0.11666666666666665,0.056666666666666664,2.2916666666666665,21.458333333333332,24.916666666666668,64.47857142857143,45.45454545454545,21.2,5.0,1.3566666666666667,0.7000000000000001
61,2018-09-03,0.5000000000000003,-0.8660254037844385,0.39999999999999997,1.3233333333333333,0.4699999999999999,0.2833333333333334,0.12,25.666666666666668,67.125,106.54166666666667,16.962857142857143,39.9,19.5,6.2,1.4400000000000002,2.033333333333333
62,2018-09-03,0.7071067811865476,-0.7071067811865475,0.35000000000000003,1.3266666666666664,0.8600000000000001,0.21666666666666667,0.11666666666666665,34.75,76.45833333333333,129.79166666666666,7.950000000000001,35.27272727272727,17.8,6.4,1.4400000000000002,1.4833333333333334
63,2018-09-03,0.7071067811865476,0.7071067811865476,0.18333333333333332,1.3,0.28,0.09999999999999999,0.06666666666666667,1.9583333333333333,24.666666666666668,27.666666666666668,52.162142857142854,46.18181818181818,20.2,5.2,1.3633333333333333,0.6
64,2018-09-03,0.8660254037844386,0.5000000000000001,0.15000000000000002,1.3166666666666667,0.28,0.09999999999999999,0.05666666666666667,1.4583333333333333,19.125,21.375,54.367142857142845,40.18181818181818,19.4,5.1,1.3699999999999999,0.65
65,2018-09-03,0.8660254037844387,-0.4999999999999998,0.18333333333333335,1.3333333333333333,0.47000000000000003,0.16666666666666666,0.07666666666666667,16.458333333333332,60.958333333333336,86.29166666666667,16.275,26.545454545454547,16.2,5.9,1.4166666666666667,0.8999999999999999
66,2018-09-03,0.9659258262890682,0.25881904510252096,0.13333333333333333,1.3233333333333335,0.28,0.09999999999999999,0.05333333333333334,1.875,18.375,21.25,53.137142857142855,36.63636363636363,19.8,5.2,1.366666666666667,1.8166666666666667
67,2018-09-03,0.9659258262890683,-0.25881904510252063,0.13333333333333333,1.3166666666666667,0.30000000000000004,0.11666666666666665,0.05666666666666667,3.4583333333333335,32.666666666666664,38.125,39.035714285714285,25.09090909090909,16.6,5.5,1.3766666666666667,0.65
68,2018-09-03,1.0,6.123233995736766e-17,0.13333333333333333,1.3133333333333332,0.28,0.11666666666666665,0.05666666666666667,1.5833333333333333,19.5,22.0,53.83214285714286,29.90909090909091,16.2,5.3,1.3733333333333333,1.133333333333333
69,2018-09-04,-1.0,-1.8369701987210297e-16,0.18333333333333335,1.2699999999999998,0.37000000000000005,0.11666666666666665,0.05000000000000001,3.9583333333333335,20.666666666666668,27.041666666666668,121.11500000000001,53.416666666666664,25.6,4.6,1.3233333333333333,0.7333333333333333
70,2018-09-04,-0.9659258262890684,0.2588190451025203,0.18333333333333332,1.2666666666666666,0.37000000000000005,0.13333333333333333,0.05333333333333334,4.0,23.0,29.0,116.12571428571428,51.5,27.0,4.4,1.32,0.8333333333333334
71,2018-09-04,-0.9659258262890681,-0.2588190451025215,0.20000000000000004,1.2733333333333332,0.36000000000000004,0.13333333333333333,0.05333333333333334,3.0833333333333335,18.458333333333332,23.416666666666668,124.38428571428571,55.083333333333336,26.2,4.8,1.3266666666666664,0.8833333333333334
72,2018-09-04,-0.866025403784439,0.49999999999999933,0.2333333333333334,1.2766666666666666,0.39,0.15,0.06666666666666667,5.416666666666667,29.833333333333332,38.291666666666664,102.77214285714284,51.166666666666664,23.6,4.6,1.34,0.85
73,2018-09-04,-0.8660254037844385,-0.5000000000000004,0.20000000000000004,1.2933333333333332,0.37,0.16666666666666666,0.04666666666666667,3.9166666666666665,20.5,26.625,124.22285714285712,57.416666666666664,26.6,4.8,1.3366666666666667,0.9666666666666667
74,2018-09-04,-0.7071067811865477,0.7071067811865474,0.25000000000000006,1.2933333333333332,0.4,0.15,0.06999999999999999,4.75,37.875,45.25,86.2357142857143,54.083333333333336,26.8,4.8,1.36,0.85
75,2018-09-04,-0.7071067811865471,-0.7071067811865479,0.20000000000000004,1.36,0.36,0.16666666666666666,0.043333333333333335,4.375,22.708333333333332,29.458333333333332,113.94714285714288,56.666666666666664,31.0,4.7,1.4033333333333333,1.1666666666666665
76,2018-09-04,-0.5000000000000004,0.8660254037844384,0.38333333333333336,1.3133333333333332,0.41999999999999993,0.23333333333333336,0.07666666666666667,4.625,52.0,59.041666666666664,66.76857142857142,56.833333333333336,30.4,5.1,1.3933333333333333,1.4666666666666668
77,2018-09-04,-0.4999999999999997,-0.8660254037844388,0.24,1.3433333333333335,0.38,0.19999999999999998,0.04666666666666667,5.958333333333333,28.583333333333332,37.833333333333336,93.86714285714287,55.0,24.0,4.9,1.3866666666666667,1.7200000000000002
78,2018-09-04,-0.25881904510252157,0.9659258262890681,0.3333333333333333,1.3099999999999998,0.41999999999999993,0.19999999999999998,0.08333333333333333,3.9166666666666665,51.708333333333336,57.708333333333336,56.35357142857142,51.416666666666664,25.4,5.2,1.3966666666666665,1.4666666666666668
79,2018-09-04,-0.25881904510252035,-0.9659258262890684,0.3,1.3233333333333333,0.4,0.26000000000000006,0.06666666666666667,9.5,38.125,52.75,74.81857142857142,56.583333333333336,24.8,5.6,1.39,2.82
80,2018-09-04,1.2246467991473532e-16,-1.0,0.33999999999999997,1.365,0.43333333333333335,0.30000000000000004,0.1,12.25,41.083333333333336,59.916666666666664,54.84714285714285,51.083333333333336,24.2,6.222222222222222,1.465,3.0200000000000005
81,2018-09-04,0.25881904510252074,0.9659258262890683,0.19999999999999998,1.3499999999999999,0.36000000000000004,0.15,0.05000000000000001,1.9565217391304348,29.52173913043478,32.34782608695652,73.04214285714286,50.583333333333336,26.8,5.1,1.3966666666666665,0.8166666666666668
82,2018-09-04,0.258819045102521,-0.9659258262890682,0.38,1.37,0.4555555555555555,0.32,0.11499999999999999,16.875,47.208333333333336,73.08333333333333,37.152142857142856,47.36363636363637,23.0,6.444444444444445,1.4849999999999999,2.7600000000000002
83,2018-09-04,0.49999999999999994,0.8660254037844387,0.18333333333333335,1.3733333333333333,0.35000000000000003,0.15,0.07333333333333333,1.8695652173913044,29.608695652173914,32.34782608695652,65.59428571428572,49.583333333333336,25.6,5.2,1.4466666666666665,1.0
84,2018-09-04,0.5000000000000003,-0.8660254037844385,0.5999999999999999,1.455,0.5666666666666667,0.52,0.14500000000000002,29.40909090909091,58.31818181818182,103.4090909090909,20.707692307692305,46.72727272727273,22.6,7.111111111111111,1.6,3.34
85,2018-09-04,0.7071067811865476,-0.7071067811865475,0.4,1.5899999999999999,0.4888888888888888,0.30000000000000004,0.165,31.363636363636363,67.36363636363636,115.54545454545455,8.31,47.0,21.0,6.777777777777778,1.75,1.7399999999999998
86,2018-09-04,0.7071067811865476,0.7071067811865476,0.18333333333333335,1.39,0.34,0.16666666666666666,0.07333333333333335,1.434782608695652,26.695652173913043,29.0,60.57785714285715,49.416666666666664,26.4,5.2,1.4633333333333336,1.2333333333333334
87,2018-09-04,0.8660254037844386,0.5000000000000001,0.18333333333333332,1.4633333333333332,0.32000000000000006,0.18333333333333332,0.06666666666666667,1.434782608695652,23.217391304347824,25.347826086956523,57.90714285714286,48.583333333333336,26.2,5.3,1.5333333333333332,1.45
88,2018-09-04,0.8660254037844387,-0.4999999999999998,0.21666666666666667,1.4433333333333334,0.42000000000000004,0.21666666666666667,0.09333333333333334,21.17391304347826,62.130434782608695,94.65217391304348,9.735714285714284,44.75,22.8,6.0,1.5366666666666668,1.2
89,2018-09-04,0.9659258262890682,0.25881904510252096,0.16666666666666666,1.5899999999999999,0.32,0.15,0.06666666666666667,1.3043478260869565,21.869565217391305,24.0,50.032142857142844,48.75,25.0,5.6,1.6566666666666665,1.3333333333333333
90,2018-09-04,0.9659258262890683,-0.25881904510252063,0.20000000000000004,1.4566666666666668,0.36,0.18333333333333335,0.06666666666666667,6.434782608695652,43.69565217391305,53.52173913043478,23.083571428571428,46.833333333333336,27.0,5.7,1.5200000000000002,1.2833333333333332
91,2018-09-04,1.0,6.123233995736766e-17,0.15,1.4333333333333336,0.32,0.16666666666666666,0.07666666666666667,2.260869565217391,28.695652173913043,32.04347826086956,36.925,51.25,28.2,5.6,1.5133333333333334,1.3
92,2018-09-05,-1.0,-1.8369701987210297e-16,0.16666666666666666,1.2533333333333332,0.34,0.11666666666666665,0.06666666666666667,4.291666666666667,16.75,23.333333333333332,93.30214285714285,39.25,22.6,4.6,1.32,0.7166666666666668
93,2018-09-05,-0.9659258262890684,0.2588190451025203,0.16666666666666666,1.2566666666666666,0.36000000000000004,0.11666666666666665,0.06333333333333334,4.791666666666667,18.958333333333332,26.458333333333332,89.59785714285714,35.416666666666664,16.4,4.5,1.3233333333333333,0.7833333333333333
94,2018-09-05,-0.9659258262890681,-0.2588190451025215,0.16666666666666666,1.2633333333333334,0.33,0.13333333333333333,0.06333333333333334,3.9166666666666665,14.625,20.625,95.25285714285714,41.083333333333336,24.0,4.5,1.32,1.0166666666666666
95,2018-09-05,-0.866025403784439,0.49999999999999933,0.18333333333333332,1.2633333333333334,0.36000000000000004,0.11666666666666665,0.06666666666666667,5.041666666666667,22.75,30.375,84.90428571428572,33.0,14.8,4.6,1.33,0.7999999999999999
96,2018-09-05,-0.8660254037844385,-0.5000000000000004,0.16666666666666666,1.2699999999999998,0.34,0.13333333333333333,0.04666666666666667,4.0,14.25,20.333333333333332,95.05357142857143,44.36363636363637,24.75,4.5,1.32,0.7166666666666668
97,2018-09-05,-0.7071067811865477,0.7071067811865474,0.23333333333333336,1.2733333333333332,0.36,0.16666666666666666,0.07333333333333333,4.25,26.333333333333332,32.875,78.64571428571428,36.083333333333336,17.0,4.7,1.343333333333333,0.9166666666666666
98,2018-09-05,-0.7071067811865471,-0.7071067811865479,0.18333333333333332,1.2733333333333332,0.34,0.13333333333333333,0.05000000000000001,4.625,15.625,22.666666666666668,92.81642857142857,42.18181818181818,17.25,4.5,1.32,0.8333333333333334
99,2018-09-05,-0.5000000000000004,0.8660254037844384,0.2333333333333334,1.28,0.35,0.15,0.05666666666666667,3.4166666666666665,26.25,31.5,73.78571428571429,38.916666666666664,17.4,4.9,1.3399999999999999,1.0999999999999999
100,2018-09-05,-0.4999999999999997,-0.8660254037844388,0.15,1.2766666666666666,0.33,0.11666666666666665,0.043333333333333335,4.583333333333333,16.541666666666668,23.458333333333332,91.03214285714287,39.18181818181818,14.5,4.7,1.32,0.7833333333333332
101,2018-09-05,-0.25881904510252157,0.9659258262890681,0.20000000000000004,1.2966666666666666,0.36,0.11666666666666665,0.05666666666666667,2.2916666666666665,22.625,26.291666666666668,73.4657142857143,37.25,18.2,5.1,1.3499999999999999,0.9166666666666665
102,2018-09-05,-0.25881904510252035,-0.9659258262890684,0.15,1.2866666666666668,0.33,0.15,0.04666666666666667,5.791666666666667,19.875,28.916666666666668,84.72428571428573,44.81818181818182,23.75,5.2,1.33,1.2
103,2018-09-05,1.2246467991473532e-16,-1.0,0.16666666666666666,1.2899999999999998,0.34,0.16666666666666666,0.06666666666666667,7.458333333333333,25.375,36.75,71.41000000000001,44.5,20.8,5.6,1.3533333333333333,2.233333333333333
104,2018-09-05,0.25881904510252074,0.9659258262890683,0.3333333333333333,1.3166666666666667,0.39999999999999997,0.25,0.08666666666666667,7.625,47.375,59.125,49.08571428571428,43.25,22.0,5.4,1.4066666666666665,1.5833333333333333
105,2018-09-05,0.258819045102521,-0.9659258262890682,0.28,1.3066666666666666,0.38,0.22000000000000003,0.06666666666666667,9.958333333333334,35.416666666666664,50.5,56.61857142857142,44.916666666666664,17.2,5.6,1.3766666666666667,2.44
106,2018-09-05,0.49999999999999994,0.8660254037844387,0.2166666666666667,1.3366666666666667,0.35,0.19999999999999998,0.06999999999999999,3.5833333333333335,28.0,33.5,59.39499999999999,41.75,22.0,5.4,1.3999999999999997,1.7833333333333332
107,2018-09-05,0.5000000000000003,-0.8660254037844385,0.4,1.4733333333333334,0.43999999999999995,0.36000000000000004,0.08666666666666667,20.5,54.833333333333336,86.29166666666667,30.97,48.916666666666664,21.6,5.7,1.5600000000000003,2.7600000000000002
108,2018-09-05,0.7071067811865476,-0.7071067811865475,0.3333333333333333,1.4800000000000002,0.43,0.25,0.09666666666666668,25.5,64.875,104.16666666666667,17.58142857142857,46.416666666666664,21.0,5.8,1.5766666666666669,1.8666666666666665
109,2018-09-05,0.7071067811865476,0.7071067811865476,0.16666666666666666,1.36,0.32000000000000006,0.16666666666666666,0.06333333333333334,2.5,21.541666666666668,25.25,61.73714285714285,37.0,20.8,5.5,1.4233333333333331,0.9
